# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-O" "-t" "gene" "-g" "locus_tag" "-a" "reference/S_aureus.gff" "-o" "counts/count.txt" "IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam
SAOUHSC_01561	NC_007795.1	1497110	1497511	-	402	36	0	2	0	0	0	0
SAOUHSC_01562	NC_007795.1	1497511	1497696	-	186	0	14	0	0	0	0	0
SAOUHSC_01563	NC_007795.1	1497709	1499661	-	1953	0	10	4	0	0	0	3
SAOUHSC_01565	NC_007795.1	1499730	1500287	-	558	0	0	0	0	0	0	0
SAOUHSC_01566	NC_007795.1	1500313	1501479	-	1167	0	1	1	0	0	0	4
SAOUHSC_01567	NC_007795.1	1501476	1501838	-	363	0	0	0	0	0	0	0
SAOUHSC_01568	NC_007795.1	1501853	1502176	-	324	0	0	0	0	0	0	0
SAOUHSC_01569	NC_007795.1	1502255	1502416	-	162	1	0	0	0	0	0	0
SAOUHSC_01570	NC_007795.1	1502429	1502692	-	264	0	0	0	0	0	0	1
SAOUHSC_01571	NC_007795.1	1502717	1502932	-	216	0	0	0	0	0	0	0
SAOUHSC_01572	NC_007795.1	1502987	1503352	+	366	0	0	0	0	0	0	0
SAOUHSC_01573	NC_007795.1	1503321	1503566	-	246	9	0	17	2	0	0	0
SAOUHSC_01574	NC_007795.1	1503582	1503845	-	264	20	0	38	5	0	0	0
SAOUHSC_A01514	NC_007795.1	1503842	1504015	-	174	1	0	0	0	0	0	0
SAOUHSC_01575	NC_007795.1	1503978	1504691	+	714	209	0	64	202	132	0	1
SAOUHSC_01576	NC_007795.1	1504707	1505639	+	933	9	0	2150	2	0	0	9
SAOUHSC_01577	NC_007795.1	1505645	1505986	+	342	2	0	0	0	0	0	0
SAOUHSC_01578	NC_007795.1	1506145	1506372	+	228	0	0	2	0	0	0	1
SAOUHSC_01579	NC_007795.1	1506409	1506555	+	147	0	0	0	0	0	0	0
SAOUHSC_01580	NC_007795.1	1506552	1507166	-	615	0	0	0	0	0	0	0
SAOUHSC_01582	NC_007795.1	1507292	1508497	+	1206	2	4	0	0	0	0	1
SAOUHSC_01583	NC_007795.1	1508540	1510567	-	2028	0	0	41	0	2	4	4
SAOUHSC_01584	NC_007795.1	1510560	1511429	-	870	5	12	20	1	0	0	16
SAOUHSC_01585	NC_007795.1	1511734	1513485	-	1752	268	23	80	80	113	125	399
SAOUHSC_01586	NC_007795.1	1513466	1514191	-	726	420	79	197	152	252	183	618
SAOUHSC_01587	NC_007795.1	1514324	1515061	-	738	4	4	5	0	6	2	4
SAOUHSC_01588	NC_007795.1	1515054	1515596	-	543	14	10	4	0	4	24	2
SAOUHSC_01589	NC_007795.1	1515589	1516320	-	732	44	22	37	10	10	11	23
SAOUHSC_01590	NC_007795.1	1516412	1516918	+	507	14	4	17	4	4	6	34
SAOUHSC_01591	NC_007795.1	1516996	1517883	-	888	1204	189	198	133	232	324	627
SAOUHSC_01592	NC_007795.1	1517932	1518381	-	450	393	58	87	62	78	177	303
SAOUHSC_01593	NC_007795.1	1518486	1519028	-	543	6	0	0	0	2	18	7
SAOUHSC_01594	NC_007795.1	1519110	1520018	+	909	198	54	110	130	160	80	86
SAOUHSC_01595	NC_007795.1	1520234	1520482	-	249	60	26	12	46	88	31	75
SAOUHSC_01596	NC_007795.1	1520498	1521253	-	756	124	64	0	71	106	48	117
SAOUHSC_01597	NC_007795.1	1521425	1522210	+	786	257	112	30	163	384	139	193
SAOUHSC_01598	NC_007795.1	1522315	1523235	-	921	22	16	24	5	12	18	58
SAOUHSC_01599	NC_007795.1	1523548	1525032	+	1485	960	302	915	368	924	800	2453
SAOUHSC_01600	NC_007795.1	1525235	1526128	+	894	810	208	360	313	377	287	1194
SAOUHSC_01601	NC_007795.1	1526211	1527860	-	1650	80	8	92	14	5	12	125
SAOUHSC_01602	NC_007795.1	1527876	1528895	-	1020	4	0	11	2	3	2	9
SAOUHSC_01603	NC_007795.1	1528896	1529150	-	255	0	1	20	0	7	5	24
SAOUHSC_01604	NC_007795.1	1529089	1529460	-	372	54	25	225	88	384	4	346
SAOUHSC_01605	NC_007795.1	1529679	1531085	-	1407	296	182	1401	92	179	365	2064
SAOUHSC_01606	NC_007795.1	1531153	1532286	-	1134	190	36	218	250	263	82	636
SAOUHSC_01607	NC_007795.1	1532549	1532728	+	180	1	0	0	1	0	0	1
SAOUHSC_01608	NC_007795.1	1532809	1532901	+	93	5	1	0	2	0	1	29
SAOUHSC_01609	NC_007795.1	1532855	1533835	-	981	71	70	82	30	76	96	247
SAOUHSC_01610	NC_007795.1	1533849	1534286	-	438	94	8	14	18	31	28	71
SAOUHSC_01611	NC_007795.1	1534637	1535911	-	1275	1475	646	183	542	814	1288	582
SAOUHSC_01612	NC_007795.1	1535924	1536907	-	984	1716	577	297	897	1208	1068	727
SAOUHSC_01613	NC_007795.1	1536907	1537899	-	993	714	124	132	207	266	241	1939
SAOUHSC_01614	NC_007795.1	1537915	1539336	-	1422	8689	2086	1978	3990	5210	3802	2626
SAOUHSC_01615	NC_007795.1	1539487	1541166	-	1680	285	62	111	114	233	126	409
SAOUHSC_01617	NC_007795.1	1541182	1541634	-	453	10	0	0	16	44	8	8
SAOUHSC_01618	NC_007795.1	1542066	1542947	-	882	28	20	128	18	42	24	236
SAOUHSC_01619	NC_007795.1	1542925	1543155	-	231	0	5	14	3	9	2	15
SAOUHSC_01620	NC_007795.1	1543148	1544485	-	1338	183	128	56	94	162	109	459
SAOUHSC_01621	NC_007795.1	1544502	1544891	-	390	20	14	0	1	5	5	27
SAOUHSC_01622	NC_007795.1	1544951	1545313	-	363	56	26	10	51	46	40	91
SAOUHSC_01623	NC_007795.1	1545328	1546683	-	1356	278	57	110	256	283	110	582
SAOUHSC_01624	NC_007795.1	1546683	1547147	-	465	24	6	21	40	39	31	75
SAOUHSC_01625	NC_007795.1	1547621	1548178	-	558	4	8	6	6	13	2	16
SAOUHSC_01626	NC_007795.1	1548204	1549265	-	1062	19	16	14	8	44	18	6
SAOUHSC_01627	NC_007795.1	1549370	1549951	+	582	0	2	15	0	0	4	0
SAOUHSC_01628	NC_007795.1	1549965	1550183	+	219	2	0	0	0	1	6	0
SAOUHSC_01629	NC_007795.1	1550247	1551077	-	831	132	34	32	36	99	53	105
SAOUHSC_01630	NC_007795.1	1551235	1551621	+	387	49	0	0	8	19	1	16
SAOUHSC_01632	NC_007795.1	1551986	1553458	-	1473	569	51	474	344	330	235	1045
SAOUHSC_01633	NC_007795.1	1553451	1554797	-	1347	542	18	325	431	444	146	1259
SAOUHSC_01634	NC_007795.1	1554817	1555908	-	1092	81	4	51	20	61	14	88
SAOUHSC_01635	NC_007795.1	1556067	1556591	-	525	6	0	16	38	5	2	48
SAOUHSC_01636	NC_007795.1	1556581	1556727	-	147	0	0	0	0	0	0	0
SAOUHSC_01637	NC_007795.1	1556824	1557321	-	498	0	0	0	0	0	0	0
SAOUHSC_01638	NC_007795.1	1557239	1557559	-	321	1	0	0	0	0	0	0
SAOUHSC_01639	NC_007795.1	1557525	1557971	-	447	0	0	10	0	0	0	0
SAOUHSC_01640	NC_007795.1	1557949	1558260	-	312	0	0	0	0	0	0	0
SAOUHSC_01641	NC_007795.1	1558274	1559194	-	921	0	0	10	0	0	0	0
SAOUHSC_01643	NC_007795.1	1559316	1560290	-	975	0	0	18	0	0	4	0
SAOUHSC_01644	NC_007795.1	1560342	1560965	-	624	43	20	19	7	24	19	115
SAOUHSC_01645	NC_007795.1	1560962	1561291	-	330	357	74	182	46	137	151	139
SAOUHSC_01646	NC_007795.1	1561291	1562277	-	987	106	17	52	28	81	34	103
SAOUHSC_01647	NC_007795.1	1562274	1562477	-	204	4	0	1	0	1	0	0
SAOUHSC_01650	NC_007795.1	1563933	1564472	-	540	0	0	0	1	0	1	9
SAOUHSC_01651	NC_007795.1	1564681	1564830	-	150	3	0	0	0	2	0	1
SAOUHSC_01652	NC_007795.1	1564943	1567018	-	2076	855	128	232	328	284	170	1361
SAOUHSC_01653	NC_007795.1	1567139	1567738	-	600	299	65	108	235	223	182	568
SAOUHSC_01655	NC_007795.1	1568014	1568424	-	411	0	0	0	0	0	0	0
SAOUHSC_01656	NC_007795.1	1568411	1569274	-	864	36	41	92	31	29	17	22
SAOUHSC_01657	NC_007795.1	1569316	1570101	-	786	20	16	41	2	3	9	16
SAOUHSC_01658	NC_007795.1	1570227	1571117	-	891	208	44	198	26	49	89	231
SAOUHSC_01659	NC_007795.1	1571127	1572473	-	1347	26	16	62	10	18	28	258
SAOUHSC_01660	NC_007795.1	1572587	1573687	-	1101	120	50	54	10	53	16	162
SAOUHSC_01661	NC_007795.1	1573690	1574367	-	678	142	14	46	4	39	25	212
SAOUHSC_01662	NC_007795.1	1574498	1575604	-	1107	8684	2330	2000	1371	3831	2425	9498
SAOUHSC_01663	NC_007795.1	1575828	1577627	-	1800	2105	562	1019	383	1188	883	1945
SAOUHSC_01664	NC_007795.1	1577688	1578506	-	819	140	48	172	80	71	130	671
SAOUHSC_01665	NC_007795.1	1578517	1579056	-	540	2	0	0	2	2	0	16
SAOUHSC_01666	NC_007795.1	1579475	1580866	+	1392	2359	412	1860	273	901	641	2340
SAOUHSC_01667	NC_007795.1	1581016	1581762	-	747	331	62	92	92	271	169	797
SAOUHSC_01668	NC_007795.1	1581790	1582689	-	900	863	249	529	144	379	736	1862
SAOUHSC_01670	NC_007795.1	1582690	1583094	-	405	324	90	51	55	190	290	534
SAOUHSC_01671	NC_007795.1	1583105	1583449	-	345	208	114	85	51	158	106	439
SAOUHSC_01672	NC_007795.1	1583452	1583919	-	468	123	53	49	39	69	80	573
SAOUHSC_01673	NC_007795.1	1583920	1584867	-	948	501	104	101	94	342	269	1127
SAOUHSC_01675	NC_007795.1	1585171	1585869	-	699	52	457	1182	604	538	1115	3818
SAOUHSC_01676	NC_007795.1	1585886	1586875	-	990	5396	8261	9535	27258	10292	15198	43036
SAOUHSC_01677	NC_007795.1	1586893	1587576	-	684	721	2681	5506	2051	1184	2358	6623
SAOUHSC_01678	NC_007795.1	1587820	1587996	-	177	67	70	112	72	58	43	176
SAOUHSC_01679	NC_007795.1	1588289	1589635	-	1347	366	55	178	102	132	46	718
SAOUHSC_01680	NC_007795.1	1589642	1590394	-	753	106	66	81	51	44	37	552
SAOUHSC_01681	NC_007795.1	1590396	1591334	-	939	1364	96	50	224	256	64	656
SAOUHSC_01682	NC_007795.1	1591338	1592477	-	1140	4074	520	164	766	744	149	1274
SAOUHSC_01683	NC_007795.1	1592613	1594445	-	1833	108979	4753	4544	20937	18152	5489	60225
SAOUHSC_01684	NC_007795.1	1594514	1595140	-	627	502	36	36	58	64	32	328
SAOUHSC_01685	NC_007795.1	1595172	1596149	-	978	2819	786	824	638	716	279	3272
SAOUHSC_01686	NC_007795.1	1596250	1597374	-	1125	19	1	22	9	5	25	28
SAOUHSC_01687	NC_007795.1	1597626	1597754	-	129	9	0	10	2	0	12	58
SAOUHSC_01688	NC_007795.1	1597937	1599760	-	1824	84	15	64	37	29	11	233
SAOUHSC_01689	NC_007795.1	1600106	1600357	+	252	0	0	0	0	6	0	20
SAOUHSC_01690	NC_007795.1	1600402	1601376	-	975	2	0	0	0	2	2	8
SAOUHSC_01691	NC_007795.1	1601433	1603580	-	2148	16	18	76	22	27	20	45
SAOUHSC_01692	NC_007795.1	1603639	1604070	-	432	24	10	42	0	39	6	62
SAOUHSC_01693	NC_007795.1	1604192	1604878	-	687	36	6	224	4	25	4	51
SAOUHSC_01694	NC_007795.1	1604918	1605634	-	717	704	185	187	178	427	157	496
SAOUHSC_01695	NC_007795.1	1605637	1605990	-	354	111	26	8	21	61	12	93
SAOUHSC_01696	NC_007795.1	1605991	1606575	-	585	74	0	10	6	22	12	53
SAOUHSC_01697	NC_007795.1	1606565	1607134	-	570	37	4	30	7	10	14	49
SAOUHSC_01698	NC_007795.1	1607137	1607427	-	291	19	4	28	9	8	8	46
SAOUHSC_01699	NC_007795.1	1607431	1608237	-	807	22	6	16	20	42	32	67
SAOUHSC_01700	NC_007795.1	1608251	1609351	-	1101	30	2	28	22	13	15	79
SAOUHSC_01701	NC_007795.1	1609352	1609879	-	528	3	1	0	0	11	0	16
SAOUHSC_01702	NC_007795.1	1609899	1610585	-	687	3	14	12	2	2	10	22
SAOUHSC_01704	NC_007795.1	1610899	1611168	+	270	0	0	0	0	0	0	6
SAOUHSC_01705	NC_007795.1	1611370	1612074	-	705	0	10	20	0	0	0	0
SAOUHSC_01706	NC_007795.1	1612536	1613756	-	1221	6	0	8	2	6	0	10
SAOUHSC_01707	NC_007795.1	1614045	1615274	-	1230	725	45	270	187	276	210	283
SAOUHSC_01708	NC_007795.1	1615287	1616039	-	753	47	2	30	12	26	4	17
SAOUHSC_01709	NC_007795.1	1616039	1617400	-	1362	151	4	32	68	55	24	68
SAOUHSC_01710	NC_007795.1	1617414	1617863	-	450	11	0	0	4	1	4	12
SAOUHSC_01711	NC_007795.1	1617865	1618779	-	915	86	0	13	7	36	27	66
SAOUHSC_01712	NC_007795.1	1618865	1619566	-	702	32	8	23	4	4	14	41
SAOUHSC_01714	NC_007795.1	1619925	1620401	-	477	33	29	87	4	33	25	158
SAOUHSC_01715	NC_007795.1	1620429	1621052	-	624	717	148	301	237	308	409	1608
SAOUHSC_01716	NC_007795.1	1621052	1622320	-	1269	725	97	214	125	188	294	576
SAOUHSC_01717	NC_007795.1	1622332	1623255	-	924	389	95	129	34	185	289	947
SAOUHSC_01718	NC_007795.1	1623258	1623896	-	639	11	2	10	2	2	2	8
SAOUHSC_01719	NC_007795.1	1624181	1624489	-	309	102	21	9	19	56	38	41
SAOUHSC_01720	NC_007795.1	1624504	1624932	-	429	1389	432	600	1094	1906	431	1177
SAOUHSC_01721	NC_007795.1	1624936	1625196	-	261	1428	419	553	1331	2040	443	1172
SAOUHSC_01722	NC_007795.1	1625259	1627889	-	2631	421	23	180	168	164	185	465
SAOUHSC_01723	NC_007795.1	1628232	1630709	-	2478	76	26	65	23	16	29	110
SAOUHSC_01724	NC_007795.1	1630711	1631379	-	669	7	6	8	0	2	0	20
SAOUHSC_01727	NC_007795.1	1632959	1634101	-	1143	637	42	121	197	297	267	1065
SAOUHSC_01728	NC_007795.1	1634413	1635426	+	1014	848	58	21	294	519	118	358
SAOUHSC_01729	NC_007795.1	1635663	1635809	-	147	0	0	7	0	0	0	0
SAOUHSC_01730	NC_007795.1	1635849	1636031	-	183	6	0	0	0	0	7	0
SAOUHSC_01734	NC_007795.1	1636639	1637913	+	1275	604	70	110	596	400	168	1586
SAOUHSC_01735	NC_007795.1	1638074	1638847	-	774	251	144	46	45	106	103	229
SAOUHSC_01736	NC_007795.1	1638847	1638975	-	129	20	13	8	1	4	0	9
SAOUHSC_01737	NC_007795.1	1639308	1641074	-	1767	216	25	177	93	70	64	479
SAOUHSC_01738	NC_007795.1	1641090	1642352	-	1263	20	10	10	1	1	2	32
SAOUHSC_01739	NC_007795.1	1642813	1643688	-	876	242	107	118	89	216	120	927
SAOUHSC_01741	NC_007795.1	1643685	1644137	-	453	1994	524	179	621	1516	712	2651
SAOUHSC_01742	NC_007795.1	1644149	1646338	-	2190	731	281	112	597	761	401	2229
SAOUHSC_01743	NC_007795.1	1646766	1647284	-	519	6	6	0	0	8	0	34
SAOUHSC_01744	NC_007795.1	1647306	1649579	-	2274	61	26	69	15	42	38	153
SAOUHSC_01746	NC_007795.1	1649782	1652061	-	2280	185	41	143	78	133	152	262
SAOUHSC_01747	NC_007795.1	1652336	1652596	-	261	0	0	0	0	0	0	4
SAOUHSC_01748	NC_007795.1	1652615	1653754	-	1140	473	188	147	181	312	282	430
SAOUHSC_01749	NC_007795.1	1653777	1654802	-	1026	40	6	32	25	17	35	88
SAOUHSC_01750	NC_007795.1	1654804	1655808	-	1005	126	17	226	52	51	87	283
SAOUHSC_01751	NC_007795.1	1655840	1656442	-	603	98	69	171	74	78	69	374
SAOUHSC_01752	NC_007795.1	1656456	1656911	-	456	30	16	52	46	33	8	47
SAOUHSC_01753	NC_007795.1	1656924	1658216	-	1293	163	11	69	106	88	70	397
SAOUHSC_01755	NC_007795.1	1658571	1658855	-	285	215	27	42	98	83	86	391
SAOUHSC_01756	NC_007795.1	1658867	1659187	-	321	285	64	136	151	187	94	633
SAOUHSC_01757	NC_007795.1	1659193	1659501	-	309	138	37	65	100	96	72	377
SAOUHSC_01758	NC_007795.1	1659668	1660198	-	531	345	76	152	46	31	88	100
SAOUHSC_01759	NC_007795.1	1660198	1661040	-	843	178	49	43	29	25	57	148
SAOUHSC_01760	NC_007795.1	1661240	1661359	-	120	62	12	111	0	3	11	93
SAOUHSC_01761	NC_007795.1	1661433	1661906	-	474	94	25	209	2	2	32	101
SAOUHSC_01761a	NC_007795.1	1662066	1662263	+	198	0	19	3	0	0	0	12
SAOUHSC_01762	NC_007795.1	1662380	1662664	-	285	13	3	9	0	0	0	1
SAOUHSC_01763	NC_007795.1	1662732	1663388	-	657	8	0	6	0	5	12	12
SAOUHSC_01764	NC_007795.1	1663415	1664122	-	708	2	4	0	3	2	11	0
SAOUHSC_01765	NC_007795.1	1664224	1664334	+	111	0	0	0	0	0	0	0
SAOUHSC_01766	NC_007795.1	1664392	1665663	-	1272	154	117	150	106	222	272	149
SAOUHSC_01767	NC_007795.1	1665676	1668306	-	2631	271	149	183	347	280	389	408
SAOUHSC_01768	NC_007795.1	1668709	1669269	+	561	43	5	2	7	30	17	89
SAOUHSC_01769	NC_007795.1	1669492	1670565	-	1074	191	66	604	547	388	432	0
SAOUHSC_01770	NC_007795.1	1670599	1670700	-	102	23	10	45	209	107	92	0
SAOUHSC_01771	NC_007795.1	1670761	1672047	-	1287	889	244	524	589	450	514	2037
SAOUHSC_01772	NC_007795.1	1672095	1673069	-	975	420	36	206	112	83	94	213
SAOUHSC_01773	NC_007795.1	1673072	1673740	-	669	20	7	11	0	3	8	8
SAOUHSC_01774	NC_007795.1	1673762	1674688	-	927	78	16	50	36	33	30	159
SAOUHSC_01775	NC_007795.1	1674730	1675545	-	816	27	3	47	20	40	39	77
SAOUHSC_01776	NC_007795.1	1675567	1676913	-	1347	1038	229	606	654	755	704	3348
SAOUHSC_01777	NC_007795.1	1677130	1677720	-	591	27	28	5	20	10	0	83
SAOUHSC_01778	NC_007795.1	1677874	1679136	-	1263	573	120	230	384	432	334	794
SAOUHSC_01779	NC_007795.1	1679287	1680588	-	1302	67	10	86	32	15	11	240
SAOUHSC_01780	NC_007795.1	1680636	1680746	-	111	0	0	0	0	0	0	0
SAOUHSC_01781	NC_007795.1	1680751	1681680	-	930	4	0	7	0	6	1	0
SAOUHSC_01782	NC_007795.1	1681699	1682307	-	609	0	0	2	0	2	0	0
SAOUHSC_01783	NC_007795.1	1682384	1682485	+	102	1	0	10	8	1	3	6
SAOUHSC_01784	NC_007795.1	1682449	1682805	-	357	12	0	28	10	4	12	14
SAOUHSC_01785	NC_007795.1	1682852	1683052	-	201	18	0	6	0	0	0	4
SAOUHSC_01786	NC_007795.1	1683081	1683608	-	528	110	6	12	28	40	28	56
SAOUHSC_01787	NC_007795.1	1683837	1685330	-	1494	75	54	15	72	77	106	157
SAOUHSC_01788	NC_007795.1	1685756	1687693	-	1938	801	138	459	1222	481	1260	3619
SAOUHSC_01789	NC_007795.1	1687891	1688013	-	123	26	12	2	28	39	15	48
SAOUHSC_01791	NC_007795.1	1688106	1689026	-	921	160	56	10	90	150	63	319
SAOUHSC_01792	NC_007795.1	1689026	1690426	-	1401	270	100	200	109	236	162	570
SAOUHSC_01793	NC_007795.1	1690427	1690897	-	471	12	6	58	6	36	12	883
SAOUHSC_01794	NC_007795.1	1691107	1692132	-	1026	834	386	1295	270	649	608	1424
SAOUHSC_01795	NC_007795.1	1692302	1692925	-	624	34	10	0	12	20	8	116
SAOUHSC_01796	NC_007795.1	1692941	1693813	-	873	83	3	1	18	8	28	134
SAOUHSC_01797	NC_007795.1	1693829	1696459	-	2631	443	95	127	206	247	272	1258
SAOUHSC_01798	NC_007795.1	1696753	1698240	-	1488	11	16	18	2	2	4	192
SAOUHSC_01799	NC_007795.1	1698739	1700400	-	1662	430	134	237	163	394	496	738
SAOUHSC_01800	NC_007795.1	1700400	1701104	-	705	0	0	25	0	12	13	53
SAOUHSC_01801	NC_007795.1	1701494	1702762	-	1269	5793	1129	3944	1827	2549	3612	9470
SAOUHSC_01802	NC_007795.1	1702811	1703668	-	858	3121	709	2030	1121	1423	1452	4723
SAOUHSC_01803	NC_007795.1	1704280	1705641	+	1362	574	161	24	331	465	502	1057
SAOUHSC_01806	NC_007795.1	1707966	1709723	-	1758	2995	460	1245	2316	2200	1348	3011
SAOUHSC_01807	NC_007795.1	1709745	1710668	-	924	334	61	157	218	209	202	401
SAOUHSC_01808	NC_007795.1	1710982	1711926	-	945	510	56	52	90	167	85	209
SAOUHSC_01809	NC_007795.1	1711926	1712783	-	858	167	71	309	48	106	77	255
SAOUHSC_01810	NC_007795.1	1712978	1714207	-	1230	312	54	125	100	116	112	383
SAOUHSC_01811	NC_007795.1	1714657	1717854	-	3198	2382	1140	1621	921	2211	1457	3679
SAOUHSC_01812	NC_007795.1	1717875	1718816	-	942	529	148	341	126	249	120	843
SAOUHSC_01813	NC_007795.1	1719077	1720375	-	1299	200	51	75	66	126	89	750
SAOUHSC_01814	NC_007795.1	1720580	1720993	+	414	223	56	136	126	220	64	366
SAOUHSC_01815	NC_007795.1	1721298	1721987	-	690	61	30	12	52	48	33	160
SAOUHSC_01816	NC_007795.1	1722162	1723217	+	1056	86	8	35	28	77	25	75
SAOUHSC_01817	NC_007795.1	1723311	1723409	-	99	3	0	0	0	8	0	16
SAOUHSC_01818	NC_007795.1	1723533	1724651	-	1119	1410	392	535	583	1046	617	1628
SAOUHSC_01819	NC_007795.1	1724792	1725292	+	501	7820	796	1936	5462	3943	1630	3572
SAOUHSC_01820	NC_007795.1	1725538	1726740	-	1203	2794	825	385	979	2483	2230	4060
SAOUHSC_01821	NC_007795.1	1726828	1727775	-	948	224	256	355	54	279	349	481
SAOUHSC_01822	NC_007795.1	1727898	1728392	-	495	372	77	73	129	276	108	373
SAOUHSC_01823	NC_007795.1	1728490	1729260	-	771	117	5	198	43	110	66	162
SAOUHSC_01824	NC_007795.1	1729304	1730527	-	1224	44	0	28	11	2	12	131
SAOUHSC_01825	NC_007795.1	1730527	1731675	-	1149	0	0	6	1	6	7	0
SAOUHSC_01826	NC_007795.1	1731824	1731964	+	141	1	0	0	0	0	0	0
SAOUHSC_01827	NC_007795.1	1732038	1733732	-	1695	426	79	221	384	181	259	660
SAOUHSC_01828	NC_007795.1	1733869	1734333	+	465	22	9	23	68	54	51	56
SAOUHSC_01829	NC_007795.1	1734577	1735179	+	603	259	16	80	232	191	126	1043
SAOUHSC_01830	NC_007795.1	1735395	1736138	-	744	37	25	45	9	22	29	41
SAOUHSC_01831	NC_007795.1	1736218	1736664	+	447	457	127	99	93	295	288	2318
SAOUHSC_01832	NC_007795.1	1736778	1737938	+	1161	222	87	217	131	258	170	4426
SAOUHSC_01833	NC_007795.1	1737925	1739529	+	1605	222	29	348	27	108	66	6246
SAOUHSC_01834	NC_007795.1	1739623	1739718	+	96	0	0	0	1	1	1	4
SAOUHSC_01835	NC_007795.1	1739679	1740809	-	1131	42	2	18	10	22	12	52
SAOUHSC_01836	NC_007795.1	1740916	1742382	-	1467	104	38	64	73	138	106	248
SAOUHSC_01837	NC_007795.1	1742510	1743127	-	618	0	0	3	0	4	0	22
SAOUHSC_01838	NC_007795.1	1743299	1744573	+	1275	139	48	28	100	117	91	493
SAOUHSC_01839	NC_007795.1	1744667	1745929	-	1263	6	0	9	5	2	9	48
SAOUHSC_01840	NC_007795.1	1746311	1747216	+	906	0	0	5	6	4	2	0
SAOUHSC_01841	NC_007795.1	1747196	1747288	-	93	0	0	0	0	0	2	0
SAOUHSC_01843	NC_007795.1	1747419	1750106	-	2688	19	10	3	8	7	12	27
SAOUHSC_01844	NC_007795.1	1750105	1750194	+	90	0	0	0	0	0	0	2
SAOUHSC_01845	NC_007795.1	1750440	1752107	-	1668	610	100	388	1020	462	324	3601
SAOUHSC_01846	NC_007795.1	1752547	1754253	-	1707	382	118	680	808	1636	286	1644
SAOUHSC_01847	NC_007795.1	1754422	1755054	+	633	83	52	88	48	64	39	465
SAOUHSC_01849	NC_007795.1	1755079	1756248	+	1170	297	38	252	80	161	94	494
SAOUHSC_01850	NC_007795.1	1756346	1757335	-	990	26	16	4	24	78	78	259
SAOUHSC_01851	NC_007795.1	1757408	1757521	-	114	0	0	0	0	0	0	0
SAOUHSC_01852	NC_007795.1	1757875	1758966	-	1092	42	12	42	4	22	13	21
SAOUHSC_01853	NC_007795.1	1759427	1759531	-	105	0	0	0	0	0	0	0
SAOUHSC_01854	NC_007795.1	1759666	1761183	-	1518	106	30	142	47	138	239	303
SAOUHSC_01855	NC_007795.1	1761257	1761748	-	492	204	88	260	166	140	191	420
SAOUHSC_01856	NC_007795.1	1761822	1763135	-	1314	602	264	518	116	236	587	1039
SAOUHSC_01857	NC_007795.1	1763159	1766983	-	3825	1225	504	324	828	761	999	1498
SAOUHSC_01858	NC_007795.1	1767004	1767600	-	597	20	8	4	18	6	13	6
SAOUHSC_01859	NC_007795.1	1767629	1768486	-	858	18	6	1	28	10	2	42
SAOUHSC_01860	NC_007795.1	1768586	1768897	-	312	6	0	9	6	22	6	149
SAOUHSC_01861	NC_007795.1	1768962	1770038	-	1077	658	224	695	428	540	288	2352
SAOUHSC_01863	NC_007795.1	1770125	1770436	+	312	10	8	34	0	10	6	6
SAOUHSC_01864	NC_007795.1	1770561	1771403	-	843	6	0	0	1	2	6	68
SAOUHSC_01865	NC_007795.1	1771873	1772517	-	645	1129	72	220	115	314	270	692
SAOUHSC_01866	NC_007795.1	1772532	1773257	-	726	944	94	224	147	237	180	330
SAOUHSC_01867	NC_007795.1	1773873	1774721	-	849	263	87	2059	183	214	166	468
SAOUHSC_01868	NC_007795.1	1774725	1776134	-	1410	69	33	257	62	53	49	355
SAOUHSC_01869	NC_007795.1	1776998	1777420	-	423	30	0	20	0	3	6	19
SAOUHSC_01870	NC_007795.1	1777437	1778132	-	696	302	18	234	0	41	193	160
